n,positive_count,positive_rate,contact_edges,weighted_graph_edges,positive_positive_edges,positive_symptomatic_count,positive_symptomatic_rate,asymptomatic_positive_count,asymptomatic_positive_rate,negative_symptomatic_count,negative_symptomatic_rate,mean_symptom_count_positive,mean_symptom_count_negative
3000,52,0.017333333333333333,10497,6040,59,20,0.38461538461538464,32,0.6153846153846154,355,0.12042062415196743,0.6153846153846154,0.1383989145183175
