day,person_i,person_j,contact_type,weight
39,213,329297,1,2.0
39,213,733025,1,2.0
39,213,752304,1,2.0
39,396,47869,1,2.0
39,396,137232,1,2.0
39,444,993483,1,2.0
39,493,24308,1,2.0
39,493,46324,1,2.0
39,493,477669,1,2.0
39,493,528365,1,2.0
39,1101,336071,1,2.0
39,1970,182649,1,2.0
39,2070,678999,1,2.0
39,2746,92556,1,2.0
39,2746,188740,1,2.0
39,2746,234146,1,2.0
39,2746,444423,1,2.0
39,2746,576026,1,2.0
39,2746,799599,1,2.0
39,2746,914206,1,2.0
39,3000,287615,1,2.0
39,3000,421083,1,2.0
39,3000,422953,1,2.0
39,3000,849639,1,2.0
39,3000,931400,1,2.0
39,3009,150722,1,2.0
39,3009,248371,1,2.0
39,3009,467614,1,2.0
39,3009,859946,1,2.0
39,3009,869547,1,2.0
39,3009,976797,1,2.0
39,3574,652065,1,2.0
39,3574,845629,1,2.0
39,3857,475275,1,2.0
39,3941,73578,1,2.0
39,3941,514484,1,2.0
39,3941,732332,1,2.0
39,4306,410356,1,2.0
39,4306,506982,1,2.0
39,4616,402058,1,2.0
39,4616,463998,1,2.0
39,4616,476198,1,2.0
39,4616,827860,1,2.0
39,4616,918349,1,2.0
39,4907,288586,1,2.0
39,4907,443772,1,2.0
39,4907,698218,1,2.0
39,4990,44433,1,2.0
39,4990,191497,1,2.0
39,4990,289035,1,2.0
39,4990,456296,1,2.0
39,4990,792678,1,2.0
39,4990,881099,1,2.0
39,6042,264426,1,2.0
39,6042,356538,1,2.0
39,6042,420661,1,2.0
39,6122,257397,1,2.0
39,6342,47335,1,2.0
39,6342,214127,1,2.0
39,6342,302927,1,2.0
39,6342,483456,1,2.0
39,6342,605447,1,2.0
39,6342,643855,1,2.0
39,6342,735384,1,2.0
39,6342,821493,1,2.0
39,6666,950436,1,2.0
39,6700,943913,1,2.0
39,6752,44433,1,2.0
39,6752,62100,1,2.0
39,6752,238750,1,2.0
39,6752,246898,1,2.0
39,6752,274450,1,2.0
39,6752,531452,1,2.0
39,6752,737387,1,2.0
39,6752,860954,1,2.0
39,6752,881099,1,2.0
39,6752,948002,1,2.0
39,6862,380336,1,2.0
39,7184,28659,1,2.0
39,7184,133420,1,2.0
39,7184,154291,1,2.0
39,7184,230298,1,2.0
39,7184,550208,1,2.0
39,7184,555826,1,2.0
39,7184,828046,1,2.0
39,7285,49126,1,2.0
39,7285,375301,1,2.0
39,7285,444279,1,2.0
39,7285,807236,1,2.0
39,7285,840668,1,2.0
39,7686,269567,1,2.0
39,7686,346726,1,2.0
39,7686,470827,1,2.0
39,7686,595133,1,2.0
39,7686,665855,1,2.0
39,7686,834662,1,2.0
39,7686,892446,1,2.0
39,7686,895515,1,2.0
39,8055,66766,1,2.0
39,8055,561674,1,2.0
39,8658,219740,1,2.0
39,9517,685189,1,2.0
39,9517,718903,1,2.0
39,10450,367306,1,2.0
39,10654,31305,1,2.0
39,11009,170352,1,2.0
39,11009,367306,1,2.0
39,11009,410992,1,2.0
39,11009,747325,1,2.0
39,11300,659732,1,2.0
39,11456,172634,1,2.0
39,11456,736603,1,2.0
39,12142,232174,1,2.0
39,12142,244051,1,2.0
39,12390,275859,1,2.0
39,12390,469965,1,2.0
39,12390,500507,1,2.0
39,12527,242043,1,2.0
39,12693,104140,1,2.0
39,12693,252338,1,2.0
39,12693,391923,1,2.0
39,13300,617778,1,2.0
39,13405,455779,1,2.0
39,13423,210503,1,2.0
39,13423,595531,1,2.0
39,13423,634020,1,2.0
39,13423,694989,1,2.0
39,13423,724464,1,2.0
39,13423,791138,1,2.0
39,15087,402058,1,2.0
39,15087,688935,1,2.0
39,15127,151561,1,2.0
39,15127,646247,1,2.0
39,15127,845867,1,2.0
39,15499,184091,1,2.0
39,15499,343234,1,2.0
39,15499,482874,1,2.0
39,15499,646247,1,2.0
39,15499,778116,1,2.0
39,15499,845867,1,2.0
39,15527,63592,1,2.0
39,15527,357292,1,2.0
39,16181,50141,1,2.0
39,16245,513588,1,2.0
39,16245,684949,1,2.0
39,17057,257337,1,2.0
39,17426,118136,1,2.0
39,17426,392919,1,2.0
39,18656,434102,1,2.0
39,18656,476198,1,2.0
39,18656,480012,1,2.0
39,18656,887561,1,2.0
39,18746,182649,1,2.0
39,19329,571530,1,2.0
39,19665,682881,1,2.0
39,20556,108678,1,2.0
39,20556,804328,1,2.0
39,20556,848386,1,2.0
39,20757,212921,1,2.0
39,20757,412190,1,2.0
39,20757,596207,1,2.0
39,20925,22816,1,2.0
39,20925,38107,1,2.0
39,20925,47415,1,2.0
39,20925,55244,1,2.0
39,20925,515715,1,2.0
39,20925,700668,1,2.0
39,21615,269872,1,2.0
39,21615,291079,1,2.0
39,21615,355293,1,2.0
39,21615,427474,1,2.0
39,21615,455665,1,2.0
39,21615,962412,1,2.0
39,21911,476198,1,2.0
39,21911,571530,1,2.0
39,21911,596960,1,2.0
39,22639,313834,1,2.0
39,22816,124182,1,2.0
39,22858,119214,1,2.0
39,22858,143434,1,2.0
39,22858,546315,1,2.0
39,22858,807242,1,2.0
39,23025,870475,1,2.0
39,23161,454643,1,2.0
39,23161,505742,1,2.0
39,23447,92456,1,2.0
39,23447,141147,1,2.0
39,23447,203668,1,2.0
39,23447,338738,1,2.0
39,23447,916397,1,2.0
39,23447,954244,1,2.0
39,23754,405011,1,2.0
39,23948,483456,1,2.0
39,23948,646525,1,2.0
39,23948,748856,1,2.0
39,23980,118616,1,2.0
39,23980,125638,1,2.0
39,23980,869419,1,2.0
39,23980,992385,1,2.0
39,24049,798476,1,2.0
39,24049,893786,1,2.0
39,24260,519622,1,2.0
39,24754,552644,1,2.0
39,25805,796907,1,2.0
39,26226,86051,1,2.0
39,26226,847253,1,2.0
39,26416,321976,1,2.0
39,26416,431143,1,2.0
39,26416,871773,1,2.0
39,27052,138728,1,2.0
39,27052,404014,1,2.0
39,27564,860954,1,2.0
39,27564,871672,1,2.0
39,28178,804328,1,2.0
39,28178,828028,1,2.0
39,28659,696767,1,2.0
