day,person_i,person_j,contact_type,weight
39,41,241582,1,2.0
39,567,718434,1,2.0
39,736,51012,1,2.0
39,736,59191,1,2.0
39,736,221269,1,2.0
39,736,550467,1,2.0
39,736,554283,1,2.0
39,736,628420,1,2.0
39,736,719602,1,2.0
39,736,760878,1,2.0
39,736,826279,1,2.0
39,1414,97415,1,2.0
39,1414,874048,1,2.0
39,1414,973536,1,2.0
39,1442,260640,1,2.0
39,1442,446948,1,2.0
39,1442,804031,1,2.0
39,1442,892514,1,2.0
39,1746,12585,1,2.0
39,1746,171576,1,2.0
39,1746,428150,1,2.0
39,2028,189236,1,2.0
39,2028,407497,1,2.0
39,2028,505752,1,2.0
39,2028,971182,1,2.0
39,2555,639982,1,2.0
39,3029,172550,1,2.0
39,3029,310531,1,2.0
39,3029,457759,1,2.0
39,3029,575439,1,2.0
39,3029,903265,1,2.0
39,3320,284104,1,2.0
39,3320,480570,1,2.0
39,3320,742573,1,2.0
39,3320,841191,1,2.0
39,3410,55483,1,2.0
39,3410,671996,1,2.0
39,3980,177843,1,2.0
39,3980,332486,1,2.0
39,3980,370685,1,2.0
39,3980,713757,1,2.0
39,3980,786715,1,2.0
39,3980,889873,1,2.0
39,3980,926401,1,2.0
39,4071,99351,1,2.0
39,4071,118132,1,2.0
39,4071,592735,1,2.0
39,4071,924151,1,2.0
39,4260,31192,1,2.0
39,4260,249696,1,2.0
39,4260,553314,1,2.0
39,4260,718434,1,2.0
39,4260,787601,1,2.0
39,4403,162131,1,2.0
39,4403,518778,1,2.0
39,4926,112797,1,2.0
39,4936,121837,1,2.0
39,4936,459708,1,2.0
39,4936,534065,1,2.0
39,4936,609936,1,2.0
39,4936,935335,1,2.0
39,5081,338187,1,2.0
39,5081,479340,1,2.0
39,5081,634387,1,2.0
39,5110,79301,1,2.0
39,5110,181139,1,2.0
39,5110,537630,1,2.0
39,5110,597776,1,2.0
39,5110,626230,1,2.0
39,5110,642421,1,2.0
39,5546,9959,1,2.0
39,5546,88040,1,2.0
39,5546,528467,1,2.0
39,5546,690815,1,2.0
39,5653,332486,1,2.0
39,5653,370685,1,2.0
39,5653,493834,1,2.0
39,5653,590705,1,2.0
39,5874,99936,1,2.0
39,5874,106670,1,2.0
39,5874,298739,1,2.0
39,5874,819774,1,2.0
39,5968,8502,1,2.0
39,5968,311072,1,2.0
39,5968,846061,1,2.0
39,6017,743438,1,2.0
39,6017,917483,1,2.0
39,6017,987782,1,2.0
39,6215,161380,1,2.0
39,6665,512596,1,2.0
39,6665,524736,1,2.0
39,7272,46706,1,2.0
39,7272,504314,1,2.0
39,7272,852637,1,2.0
39,7554,339049,1,2.0
39,7554,440761,1,2.0
39,7554,740116,1,2.0
39,7897,461430,1,2.0
39,7897,502679,1,2.0
39,7897,576755,1,2.0
39,7897,933921,1,2.0
39,7897,986958,1,2.0
39,7998,203604,1,2.0
39,7998,382399,1,2.0
39,7998,675075,1,2.0
39,7998,754364,1,2.0
39,7998,764105,1,2.0
39,7998,920705,1,2.0
39,7998,950203,1,2.0
39,7998,968659,1,2.0
