sample_count,mean_total_n,mean_positive_count,mean_positive_rate,mean_symptomatic_positive_rate,mean_asymptomatic_positive_rate,min_asymptomatic_positive_rate,max_asymptomatic_positive_rate,mean_symptomatic_negative_rate,copied_without_symptom_normalization
50,3000.0,57.68,0.019226666666666666,0.4046699875500277,0.5953300124499722,0.49230769230769234,0.7647058823529411,0.1275210800128971,True
