day,person_i,person_j,contact_type,weight
39,194,206727,1,2.0
39,194,583458,1,2.0
39,194,988355,1,2.0
39,484,70166,1,2.0
39,484,114914,1,2.0
39,484,183909,1,2.0
39,484,429283,1,2.0
39,484,515307,1,2.0
39,484,665683,1,2.0
39,1133,300754,1,2.0
39,1133,875408,1,2.0
39,1380,340281,1,2.0
39,1969,88150,1,2.0
39,1969,206801,1,2.0
39,1969,275821,1,2.0
39,1969,777304,1,2.0
39,2523,173487,1,2.0
39,2523,974122,1,2.0
39,2735,145264,1,2.0
39,2735,378826,1,2.0
39,2735,488392,1,2.0
39,2747,882276,1,2.0
39,2897,935345,1,2.0
39,3389,309838,1,2.0
39,3389,891205,1,2.0
39,3389,996184,1,2.0
39,3479,60790,1,2.0
39,3479,75033,1,2.0
39,3479,100111,1,2.0
39,3479,147835,1,2.0
39,3479,373157,1,2.0
39,3479,377647,1,2.0
39,3479,698113,1,2.0
39,3479,941105,1,2.0
39,4277,234028,1,2.0
39,4277,390690,1,2.0
39,4471,10128,1,2.0
39,4471,214303,1,2.0
39,4692,285509,1,2.0
39,4692,568340,1,2.0
39,5046,294860,1,2.0
39,5046,321591,1,2.0
39,5421,201101,1,2.0
39,5421,237819,1,2.0
39,5421,411188,1,2.0
39,6095,88532,1,2.0
39,6095,632826,1,2.0
39,6095,725780,1,2.0
39,6243,367708,1,2.0
39,6243,758686,1,2.0
39,6922,70629,1,2.0
39,7230,411003,1,2.0
39,7496,442622,1,2.0
39,7496,856471,1,2.0
39,7496,872015,1,2.0
39,7779,894736,1,2.0
39,9117,160226,1,2.0
39,10128,214303,1,2.0
39,11385,715451,1,2.0
39,13270,581219,1,2.0
39,13270,715228,1,2.0
39,13270,791013,1,2.0
39,13315,387889,1,2.0
39,13315,424665,1,2.0
39,13315,977502,1,2.0
39,13382,213935,1,2.0
39,13382,616435,1,2.0
39,13382,622851,1,2.0
39,13673,546886,1,2.0
39,13922,82354,1,2.0
39,13922,336012,1,2.0
39,13922,464438,1,2.0
39,14553,849446,1,2.0
39,14636,753339,1,2.0
39,14636,811520,1,2.0
39,14920,234763,1,2.0
39,14920,669589,1,2.0
39,14920,715131,1,2.0
39,15190,374946,1,2.0
39,15190,630006,1,2.0
39,15190,677154,1,2.0
39,15190,843693,1,2.0
39,15605,40367,1,2.0
39,15605,400252,1,2.0
39,15605,451295,1,2.0
39,15605,538036,1,2.0
39,15605,742379,1,2.0
39,15918,376804,1,2.0
39,15918,967508,1,2.0
39,16637,335575,1,2.0
39,16637,350925,1,2.0
39,16637,354047,1,2.0
39,16849,131360,1,2.0
39,16849,682577,1,2.0
39,17189,116827,1,2.0
39,17189,242155,1,2.0
39,17189,249915,1,2.0
39,17189,333877,1,2.0
39,17189,474146,1,2.0
39,17189,842533,1,2.0
39,17770,46026,1,2.0
39,17770,557741,1,2.0
39,17770,831065,1,2.0
39,17770,944273,1,2.0
39,18563,110937,1,2.0
39,18563,360108,1,2.0
39,18563,571524,1,2.0
39,18563,658758,1,2.0
39,18563,989488,1,2.0
39,19005,291699,1,2.0
39,20737,456961,1,2.0
39,20849,752409,1,2.0
39,20893,387876,1,2.0
39,20893,437775,1,2.0
39,20893,906043,1,2.0
39,21135,47463,1,2.0
39,21135,51789,1,2.0
39,21135,70166,1,2.0
39,21135,581299,1,2.0
39,21135,788740,1,2.0
39,21612,889347,1,2.0
39,21927,37794,1,2.0
39,21927,518054,1,2.0
39,22263,53338,1,2.0
39,22263,306596,1,2.0
39,22263,422129,1,2.0
39,22263,502956,1,2.0
39,22263,540466,1,2.0
39,22263,974288,1,2.0
39,22378,992409,1,2.0
39,22729,131389,1,2.0
39,22729,201330,1,2.0
39,22729,905087,1,2.0
39,22785,899728,1,2.0
39,22785,901807,1,2.0
39,23513,620940,1,2.0
39,24013,37548,1,2.0
39,24013,480731,1,2.0
39,24013,554773,1,2.0
39,25250,787257,1,2.0
39,25751,51789,1,2.0
39,25751,92487,1,2.0
39,25751,416256,1,2.0
39,25751,480597,1,2.0
39,25751,764977,1,2.0
39,25800,325819,1,2.0
39,25906,686524,1,2.0
39,26258,302862,1,2.0
39,26258,682438,1,2.0
39,26258,960327,1,2.0
39,26331,64039,1,2.0
39,26331,176765,1,2.0
39,26331,267139,1,2.0
39,26331,289925,1,2.0
39,26331,328443,1,2.0
39,26331,460505,1,2.0
39,26331,797923,1,2.0
39,26331,864183,1,2.0
39,27002,171257,1,2.0
39,27002,266960,1,2.0
39,27002,469548,1,2.0
39,27002,979430,1,2.0
39,27120,124885,1,2.0
39,27120,302963,1,2.0
39,27120,778960,1,2.0
39,27360,775486,1,2.0
39,27381,711272,1,2.0
39,27912,122744,1,2.0
39,27912,158789,1,2.0
39,27912,406878,1,2.0
39,28057,200317,1,2.0
39,28057,340281,1,2.0
39,28057,368997,1,2.0
39,28057,480597,1,2.0
39,28057,841041,1,2.0
39,29338,446453,1,2.0
39,29338,944908,1,2.0
39,29338,996602,1,2.0
39,30080,60304,1,2.0
39,30794,687164,1,2.0
39,30794,874183,1,2.0
39,30794,935345,1,2.0
39,30794,958831,1,2.0
39,31332,64039,1,2.0
39,31332,120113,1,2.0
39,31332,267139,1,2.0
39,31332,328443,1,2.0
39,31332,463251,1,2.0
39,31332,797923,1,2.0
39,31332,821597,1,2.0
39,31332,938806,1,2.0
39,31510,45329,1,2.0
39,31538,63043,1,2.0
39,31538,343001,1,2.0
39,32453,298217,1,2.0
39,32453,474178,1,2.0
39,32453,652616,1,2.0
39,32536,39673,1,2.0
39,32536,41684,1,2.0
39,32536,182022,1,2.0
39,32536,609880,1,2.0
39,32779,480597,1,2.0
39,32896,875260,1,2.0
39,33282,233662,1,2.0
39,33282,455510,1,2.0
39,33282,468640,1,2.0
39,33282,673583,1,2.0
39,33303,497662,1,2.0
39,33303,601713,1,2.0
39,33303,615355,1,2.0
39,33365,406310,1,2.0
39,33365,442402,1,2.0
39,33365,457326,1,2.0
39,33365,659662,1,2.0
39,33365,748450,1,2.0
39,33365,974991,1,2.0
39,34311,348162,1,2.0
39,34539,674171,1,2.0
39,34609,208575,1,2.0
39,34609,327486,1,2.0
39,34609,340281,1,2.0
39,34609,651939,1,2.0
39,34609,692077,1,2.0
39,34609,750782,1,2.0
39,34986,147883,1,2.0
39,35194,105525,1,2.0
39,35194,133263,1,2.0
39,35194,194839,1,2.0
39,35194,972169,1,2.0
39,35451,199782,1,2.0
39,35451,313603,1,2.0
39,35455,60749,1,2.0
39,35455,281475,1,2.0
39,35455,332723,1,2.0
39,35455,364418,1,2.0
39,35455,436651,1,2.0
39,35455,545554,1,2.0
39,35455,701939,1,2.0
39,35455,920061,1,2.0
39,35778,300395,1,2.0
39,35778,915322,1,2.0
39,36184,71897,1,2.0
39,36184,92511,1,2.0
39,36184,171634,1,2.0
39,36184,586352,1,2.0
39,36184,886956,1,2.0
39,36218,39673,1,2.0
39,36218,182022,1,2.0
39,36218,601022,1,2.0
39,36559,78252,1,2.0
39,36559,154130,1,2.0
39,36559,380548,1,2.0
39,36559,869472,1,2.0
39,36559,934689,1,2.0
39,36727,221738,1,2.0
39,37077,82354,1,2.0
39,37548,46067,1,2.0
39,37548,425652,1,2.0
39,37548,554773,1,2.0
39,37548,674886,1,2.0
39,37548,998639,1,2.0
39,37788,350816,1,2.0
39,37788,410990,1,2.0
39,37788,688920,1,2.0
39,37788,770446,1,2.0
39,37788,866442,1,2.0
39,37788,871301,1,2.0
39,37794,175059,1,2.0
39,37794,518054,1,2.0
39,37794,631920,1,2.0
39,37794,775113,1,2.0
39,37794,830904,1,2.0
39,37829,189489,1,2.0
39,37829,732426,1,2.0
39,37829,851882,1,2.0
39,38123,169371,1,2.0
39,38139,70166,1,2.0
39,38139,114914,1,2.0
39,38139,665683,1,2.0
39,38787,666833,1,2.0
39,38958,755198,1,2.0
39,39118,221932,1,2.0
39,39571,296753,1,2.0
39,39571,630397,1,2.0
39,39571,639163,1,2.0
39,39571,830254,1,2.0
39,39598,872559,1,2.0
39,39673,41684,1,2.0
39,39673,182022,1,2.0
39,39673,372295,1,2.0
39,39673,601022,1,2.0
39,39673,609880,1,2.0
39,39673,610305,1,2.0
39,39762,428279,1,2.0
39,39762,882048,1,2.0
39,39847,208855,1,2.0
39,40367,491457,1,2.0
39,41098,416552,1,2.0
39,41098,958583,1,2.0
39,41551,423755,1,2.0
39,41684,52734,1,2.0
39,41684,454843,1,2.0
39,41684,609880,1,2.0
39,41684,660988,1,2.0
39,41924,356424,1,2.0
39,41924,519329,1,2.0
39,41924,605168,1,2.0
39,41954,60266,1,2.0
39,41954,220242,1,2.0
39,41954,329890,1,2.0
39,41954,502956,1,2.0
39,42722,63043,1,2.0
39,42722,888927,1,2.0
39,43514,72710,1,2.0
39,43514,302963,1,2.0
39,43514,478908,1,2.0
39,43514,498760,1,2.0
39,43514,644216,1,2.0
39,43514,649336,1,2.0
39,44106,316856,1,2.0
39,44106,463251,1,2.0
39,44235,480597,1,2.0
39,44239,250068,1,2.0
39,44303,186544,1,2.0
39,44303,201101,1,2.0
39,44303,232091,1,2.0
39,44303,235363,1,2.0
39,44303,321543,1,2.0
39,44303,527851,1,2.0
39,44303,936400,1,2.0
39,44303,999766,1,2.0
39,44430,267139,1,2.0
39,44461,203377,1,2.0
39,44544,596069,1,2.0
39,44833,281974,1,2.0
39,44891,248267,1,2.0
39,44891,633492,1,2.0
39,44891,757738,1,2.0
39,44891,775584,1,2.0
39,45329,434216,1,2.0
39,45329,821320,1,2.0
39,45329,876432,1,2.0
39,45380,381060,1,2.0
39,45380,502740,1,2.0
39,45380,627133,1,2.0
39,45380,715393,1,2.0
39,45380,752483,1,2.0
39,45380,815181,1,2.0
39,46026,291902,1,2.0
39,46026,385591,1,2.0
39,46026,422279,1,2.0
39,46026,706293,1,2.0
39,46067,201101,1,2.0
39,46067,336309,1,2.0
39,46067,353590,1,2.0
39,46067,936400,1,2.0
39,46819,73781,1,2.0
39,46819,362175,1,2.0
39,46819,680101,1,2.0
39,46819,875260,1,2.0
39,46819,907219,1,2.0
39,46929,137700,1,2.0
39,46929,162427,1,2.0
39,47095,556070,1,2.0
39,47095,593073,1,2.0
39,47095,731349,1,2.0
39,47095,960954,1,2.0
39,47449,425446,1,2.0
39,47463,51789,1,2.0
39,47463,70166,1,2.0
39,47463,581299,1,2.0
39,47463,788740,1,2.0
39,47486,248726,1,2.0
39,47486,327486,1,2.0
39,47486,498523,1,2.0
39,47486,651939,1,2.0
39,48020,337452,1,2.0
39,48020,694776,1,2.0
39,48175,515421,1,2.0
39,48175,717606,1,2.0
39,48175,759699,1,2.0
39,48175,887954,1,2.0
39,48379,304140,1,2.0
