n,positive_count,positive_rate,contact_edges,weighted_graph_edges,positive_positive_edges,positive_symptomatic_count,positive_symptomatic_rate,asymptomatic_positive_count,asymptomatic_positive_rate,negative_symptomatic_count,negative_symptomatic_rate,mean_symptom_count_positive,mean_symptom_count_negative
3000,56,0.018666666666666668,10504,5966,80,27,0.48214285714285715,29,0.5178571428571429,402,0.13654891304347827,0.8571428571428571,0.1565896739130435
