n,positive_count,positive_rate,contact_edges,weighted_graph_edges,positive_positive_edges,positive_symptomatic_count,positive_symptomatic_rate,asymptomatic_positive_count,asymptomatic_positive_rate,negative_symptomatic_count,negative_symptomatic_rate,mean_symptom_count_positive,mean_symptom_count_negative
3000,56,0.018666666666666668,10595,5969,70,24,0.42857142857142855,32,0.5714285714285714,338,0.11480978260869565,0.8035714285714286,0.13145380434782608
