n,positive_count,positive_rate,contact_edges,weighted_graph_edges,positive_positive_edges,positive_symptomatic_count,positive_symptomatic_rate,asymptomatic_positive_count,asymptomatic_positive_rate,negative_symptomatic_count,negative_symptomatic_rate,mean_symptom_count_positive,mean_symptom_count_negative
3000,84,0.028,11593,6672,155,39,0.4642857142857143,45,0.5357142857142857,371,0.12722908093278465,1.0357142857142858,0.1467764060356653
