n,positive_count,positive_rate,contact_edges,weighted_graph_edges,positive_positive_edges,positive_symptomatic_count,positive_symptomatic_rate,asymptomatic_positive_count,asymptomatic_positive_rate,negative_symptomatic_count,negative_symptomatic_rate,mean_symptom_count_positive,mean_symptom_count_negative
3000,56,0.018666666666666668,10799,6087,89,24,0.42857142857142855,32,0.5714285714285714,377,0.1280570652173913,0.8392857142857143,0.1484375
