n,positive_count,positive_rate,contact_edges,weighted_graph_edges,positive_positive_edges,positive_symptomatic_count,positive_symptomatic_rate,asymptomatic_positive_count,asymptomatic_positive_rate,negative_symptomatic_count,negative_symptomatic_rate,mean_symptom_count_positive,mean_symptom_count_negative
3000,54,0.018,11246,6265,126,22,0.4074074074074074,32,0.5925925925925926,384,0.13034623217922606,0.7962962962962963,0.15207060420909707
