day,person_i,person_j,contact_type,weight
39,131,30534,1,2.0
39,131,146446,1,2.0
39,244,694200,1,2.0
39,842,612323,1,2.0
39,1290,292315,1,2.0
39,1290,406204,1,2.0
39,1290,407850,1,2.0
39,1290,744951,1,2.0
39,1290,925324,1,2.0
39,1681,341032,1,2.0
39,1681,415549,1,2.0
39,1681,802831,1,2.0
39,2912,135998,1,2.0
39,3359,330877,1,2.0
39,3591,213778,1,2.0
39,3832,47714,1,2.0
39,3832,787263,1,2.0
39,5058,327273,1,2.0
39,5058,672546,1,2.0
39,5058,777060,1,2.0
39,5058,865946,1,2.0
39,5099,213778,1,2.0
39,5099,263330,1,2.0
39,5099,602889,1,2.0
39,5099,746525,1,2.0
39,5266,168529,1,2.0
39,5266,307551,1,2.0
39,5266,737206,1,2.0
39,6119,377315,1,2.0
39,6119,531658,1,2.0
39,6274,289998,1,2.0
39,6441,54543,1,2.0
39,6441,678399,1,2.0
39,6441,818196,1,2.0
39,6441,829386,1,2.0
39,6502,145597,1,2.0
39,6882,578085,1,2.0
39,6882,952388,1,2.0
39,7070,727637,1,2.0
39,7070,927979,1,2.0
39,7286,969027,1,2.0
39,7536,16234,1,2.0
39,7536,700779,1,2.0
39,7549,78597,1,2.0
39,7581,933724,1,2.0
39,7671,654758,1,2.0
39,7671,664531,1,2.0
39,7671,781715,1,2.0
39,7671,883206,1,2.0
39,7671,937563,1,2.0
39,8088,190988,1,2.0
39,8088,213327,1,2.0
39,8088,367996,1,2.0
39,8088,982278,1,2.0
39,8347,191771,1,2.0
39,8347,440493,1,2.0
39,8347,692023,1,2.0
39,8826,16130,1,2.0
39,8826,669558,1,2.0
39,9036,331582,1,2.0
39,9036,690705,1,2.0
39,9168,844551,1,2.0
39,9168,847742,1,2.0
39,9168,963494,1,2.0
39,9168,986558,1,2.0
39,9475,359939,1,2.0
39,10152,639416,1,2.0
39,10565,14291,1,2.0
39,10565,429579,1,2.0
39,10565,858738,1,2.0
39,10570,112843,1,2.0
39,10570,210965,1,2.0
39,10570,487679,1,2.0
39,10570,644834,1,2.0
39,10570,920090,1,2.0
39,10570,924727,1,2.0
39,10701,163212,1,2.0
39,10764,592651,1,2.0
39,10764,594607,1,2.0
39,10764,798202,1,2.0
39,11477,129818,1,2.0
39,11477,966502,1,2.0
39,12518,555937,1,2.0
39,12518,935091,1,2.0
39,12744,187492,1,2.0
39,12744,523402,1,2.0
39,12744,655117,1,2.0
39,12744,929794,1,2.0
39,13297,548083,1,2.0
