day,person_i,person_j,contact_type,weight
39,1045,247700,1,2.0
39,1045,379220,1,2.0
39,1045,503451,1,2.0
39,1045,573329,1,2.0
39,1045,924586,1,2.0
39,1191,74055,1,2.0
39,1191,86497,1,2.0
39,1191,400827,1,2.0
39,1191,451085,1,2.0
39,1953,658136,1,2.0
39,2547,16062,1,2.0
39,2547,296015,1,2.0
39,2547,326000,1,2.0
39,2547,662442,1,2.0
39,2547,726415,1,2.0
39,2637,501844,1,2.0
39,2647,93993,1,2.0
39,2987,597076,1,2.0
39,2987,657962,1,2.0
39,2987,984037,1,2.0
39,3002,228555,1,2.0
39,3002,236829,1,2.0
39,3002,463220,1,2.0
39,3002,647640,1,2.0
39,3303,623795,1,2.0
39,3303,978430,1,2.0
39,3526,8166,1,2.0
39,3526,94376,1,2.0
39,3526,186044,1,2.0
39,3526,376452,1,2.0
39,3526,381929,1,2.0
39,3526,544757,1,2.0
39,4002,660237,1,2.0
39,4002,891869,1,2.0
39,4002,972232,1,2.0
39,4027,12478,1,2.0
39,4027,358374,1,2.0
39,4027,587288,1,2.0
39,4027,777889,1,2.0
39,4027,909921,1,2.0
39,4241,272964,1,2.0
39,4241,341568,1,2.0
39,4241,365219,1,2.0
39,4241,374462,1,2.0
39,4241,972710,1,2.0
39,4394,965433,1,2.0
39,5447,464682,1,2.0
39,6091,375249,1,2.0
39,6094,531634,1,2.0
39,6094,923383,1,2.0
39,6155,132123,1,2.0
39,6155,235705,1,2.0
39,6780,136340,1,2.0
39,6780,168233,1,2.0
39,6782,242140,1,2.0
39,6782,494437,1,2.0
39,7106,82811,1,2.0
39,7106,333433,1,2.0
39,7106,379305,1,2.0
39,7106,381930,1,2.0
39,7106,738187,1,2.0
39,7463,102656,1,2.0
39,7463,535747,1,2.0
39,8166,186044,1,2.0
39,8166,376452,1,2.0
39,8166,544757,1,2.0
39,8618,19703,1,2.0
39,8618,901915,1,2.0
39,9203,29883,1,2.0
39,9203,286971,1,2.0
39,9203,303543,1,2.0
39,9203,358853,1,2.0
39,9203,581837,1,2.0
39,9435,674463,1,2.0
39,10408,289752,1,2.0
39,10408,404988,1,2.0
39,10408,513333,1,2.0
39,10408,576309,1,2.0
39,10479,180005,1,2.0
39,10479,215210,1,2.0
39,10479,345177,1,2.0
39,10479,389213,1,2.0
39,10479,975204,1,2.0
39,10813,342385,1,2.0
39,10813,424486,1,2.0
39,10813,488898,1,2.0
39,10813,505242,1,2.0
39,10813,585914,1,2.0
39,10843,858811,1,2.0
39,10843,886871,1,2.0
39,12478,273340,1,2.0
39,12478,587288,1,2.0
39,13002,624016,1,2.0
39,13002,632724,1,2.0
39,13149,654828,1,2.0
39,13149,928192,1,2.0
39,13894,556244,1,2.0
39,13894,968379,1,2.0
39,15019,143561,1,2.0
39,15019,367938,1,2.0
39,16062,326000,1,2.0
39,16062,662442,1,2.0
39,16445,492181,1,2.0
39,16690,45663,1,2.0
39,16690,240368,1,2.0
39,16690,284890,1,2.0
39,16690,554833,1,2.0
39,17543,18304,1,2.0
39,17543,589520,1,2.0
39,17543,936512,1,2.0
39,18304,387845,1,2.0
39,18304,484687,1,2.0
39,18304,656326,1,2.0
39,18304,741779,1,2.0
39,18909,184046,1,2.0
39,18918,71163,1,2.0
39,18918,290464,1,2.0
39,18918,426623,1,2.0
39,18918,501844,1,2.0
39,18918,629796,1,2.0
39,18927,262262,1,2.0
39,18927,571940,1,2.0
39,18988,47778,1,2.0
39,18988,210109,1,2.0
39,18988,598199,1,2.0
39,18988,966896,1,2.0
39,18988,968217,1,2.0
39,19776,607154,1,2.0
39,19776,734138,1,2.0
39,19776,877966,1,2.0
39,19844,798496,1,2.0
39,19949,278659,1,2.0
39,19949,855288,1,2.0
39,21868,410714,1,2.0
39,21868,855514,1,2.0
39,21905,54638,1,2.0
39,21905,201362,1,2.0
39,21905,369614,1,2.0
39,21905,689307,1,2.0
39,21905,717986,1,2.0
39,22239,50069,1,2.0
39,22239,140410,1,2.0
39,22239,254335,1,2.0
39,22546,686829,1,2.0
39,22688,204999,1,2.0
39,22688,342308,1,2.0
39,22688,775172,1,2.0
39,23100,174344,1,2.0
39,23100,183015,1,2.0
39,23100,283219,1,2.0
39,23100,456544,1,2.0
39,23100,674380,1,2.0
39,23100,950441,1,2.0
39,23100,983062,1,2.0
39,24427,798555,1,2.0
39,24464,896052,1,2.0
39,24464,931368,1,2.0
39,24515,283971,1,2.0
39,24672,371018,1,2.0
39,24672,587223,1,2.0
39,24672,618777,1,2.0
39,24672,681293,1,2.0
39,24672,856209,1,2.0
39,24722,133231,1,2.0
39,24722,172597,1,2.0
39,24722,593160,1,2.0
39,24722,850564,1,2.0
39,24722,878647,1,2.0
39,24722,989580,1,2.0
39,25027,612697,1,2.0
39,25110,27873,1,2.0
39,25110,300396,1,2.0
39,25110,334424,1,2.0
39,25110,430224,1,2.0
39,25110,465520,1,2.0
39,25110,621383,1,2.0
39,25110,711634,1,2.0
39,25110,711764,1,2.0
39,26214,476556,1,2.0
39,26214,583638,1,2.0
39,26682,160930,1,2.0
39,26686,418972,1,2.0
39,26772,215210,1,2.0
39,26772,551620,1,2.0
39,26915,406073,1,2.0
39,26915,520978,1,2.0
39,26915,645809,1,2.0
39,27051,224873,1,2.0
39,27307,104553,1,2.0
39,27307,940138,1,2.0
