day,person_i,person_j,contact_type,weight
39,857,341152,1,2.0
39,1147,218051,1,2.0
39,1147,522316,1,2.0
39,1718,264261,1,2.0
39,1718,544590,1,2.0
39,1718,669229,1,2.0
39,1718,881689,1,2.0
39,1937,57446,1,2.0
39,1937,239623,1,2.0
39,1937,361027,1,2.0
39,1937,783714,1,2.0
39,2125,36349,1,2.0
39,2125,159636,1,2.0
39,2125,258210,1,2.0
39,2559,264664,1,2.0
39,2559,886441,1,2.0
39,2559,980180,1,2.0
39,2624,716174,1,2.0
39,3603,592161,1,2.0
39,3603,933756,1,2.0
39,3603,969494,1,2.0
39,3930,147249,1,2.0
39,3930,361027,1,2.0
39,3930,546591,1,2.0
39,3930,670703,1,2.0
39,5948,86060,1,2.0
39,5948,533917,1,2.0
39,5994,359647,1,2.0
39,5994,984720,1,2.0
39,6383,71479,1,2.0
39,6383,311354,1,2.0
39,6383,377032,1,2.0
39,6383,672804,1,2.0
39,6531,315061,1,2.0
39,7579,508243,1,2.0
39,7579,521693,1,2.0
39,7579,654668,1,2.0
39,7579,773712,1,2.0
39,7579,793679,1,2.0
39,7579,903731,1,2.0
39,7702,816115,1,2.0
39,7702,911375,1,2.0
39,8221,193970,1,2.0
39,8221,337156,1,2.0
39,8221,467457,1,2.0
39,8221,897003,1,2.0
39,8827,457571,1,2.0
39,8935,357100,1,2.0
39,8935,934932,1,2.0
39,8935,967185,1,2.0
39,9752,292568,1,2.0
39,9752,708463,1,2.0
39,9752,723413,1,2.0
39,9761,403976,1,2.0
39,9761,722699,1,2.0
39,10127,616963,1,2.0
39,10127,979010,1,2.0
39,10127,992608,1,2.0
39,10299,321528,1,2.0
39,10299,485067,1,2.0
39,10299,620774,1,2.0
39,10299,679145,1,2.0
39,10376,494172,1,2.0
39,10376,967818,1,2.0
39,11389,213097,1,2.0
39,11389,700447,1,2.0
39,11687,248704,1,2.0
39,11687,305350,1,2.0
39,11687,980982,1,2.0
39,11796,55000,1,2.0
39,12080,783714,1,2.0
39,12080,990382,1,2.0
39,12360,183706,1,2.0
39,12360,256403,1,2.0
39,12360,552690,1,2.0
39,12360,569692,1,2.0
39,12360,581183,1,2.0
39,12409,380260,1,2.0
39,12409,977927,1,2.0
39,13333,103640,1,2.0
39,13664,184544,1,2.0
39,13695,177276,1,2.0
39,14269,90020,1,2.0
39,14269,323070,1,2.0
39,14994,311527,1,2.0
39,14994,362327,1,2.0
39,14994,735515,1,2.0
39,14994,968411,1,2.0
39,15344,716174,1,2.0
39,15402,318914,1,2.0
39,15402,350492,1,2.0
39,15402,477446,1,2.0
39,15548,348503,1,2.0
39,15548,380375,1,2.0
39,15548,543922,1,2.0
39,15548,562541,1,2.0
39,15548,702132,1,2.0
39,15548,947562,1,2.0
39,15759,78406,1,2.0
39,16303,560319,1,2.0
39,16303,604797,1,2.0
39,16303,775990,1,2.0
39,16348,75379,1,2.0
39,16348,110335,1,2.0
39,16576,126611,1,2.0
39,16576,274952,1,2.0
39,16576,473251,1,2.0
39,17638,422358,1,2.0
39,17638,633035,1,2.0
39,17751,735330,1,2.0
39,18310,882892,1,2.0
39,18794,251846,1,2.0
39,18794,282508,1,2.0
39,18836,32539,1,2.0
39,18836,595440,1,2.0
39,19864,129262,1,2.0
39,19864,165239,1,2.0
39,19864,797449,1,2.0
39,19864,888295,1,2.0
39,19899,165201,1,2.0
39,19899,208335,1,2.0
39,19899,390546,1,2.0
39,19899,416276,1,2.0
39,19899,495206,1,2.0
39,19899,654668,1,2.0
39,20030,241035,1,2.0
39,20042,305642,1,2.0
39,20077,243369,1,2.0
39,20077,506354,1,2.0
39,20252,378113,1,2.0
39,20403,265508,1,2.0
39,20403,324444,1,2.0
39,20403,667956,1,2.0
39,20403,715422,1,2.0
39,20403,888295,1,2.0
39,20403,905252,1,2.0
39,20462,553134,1,2.0
39,21114,410212,1,2.0
39,21114,517556,1,2.0
39,21114,544028,1,2.0
39,21114,862800,1,2.0
39,21114,982486,1,2.0
39,22294,540093,1,2.0
39,22294,729223,1,2.0
39,23475,455353,1,2.0
39,23475,825154,1,2.0
39,23699,457013,1,2.0
39,23699,462761,1,2.0
39,23699,873721,1,2.0
39,23699,901001,1,2.0
39,24252,273607,1,2.0
39,24252,716561,1,2.0
39,24593,580742,1,2.0
39,24593,594470,1,2.0
39,24593,685160,1,2.0
39,25600,189595,1,2.0
39,25600,708541,1,2.0
39,25954,264664,1,2.0
39,25954,786576,1,2.0
39,26678,566091,1,2.0
39,27068,50628,1,2.0
39,27068,265508,1,2.0
39,27112,244457,1,2.0
39,27112,246250,1,2.0
39,27112,698707,1,2.0
39,27112,778054,1,2.0
39,28598,70519,1,2.0
39,28598,460032,1,2.0
39,28598,722475,1,2.0
39,28872,75691,1,2.0
39,28872,462656,1,2.0
39,29278,245627,1,2.0
39,29278,825012,1,2.0
39,29278,949818,1,2.0
39,30058,463166,1,2.0
39,30058,466931,1,2.0
39,30058,787958,1,2.0
39,30058,853751,1,2.0
39,30540,63551,1,2.0
39,30540,515921,1,2.0
39,30540,548997,1,2.0
39,30540,834608,1,2.0
39,30540,990767,1,2.0
39,30926,106167,1,2.0
39,30926,488327,1,2.0
39,30926,646922,1,2.0
39,31150,133191,1,2.0
39,31150,499428,1,2.0
39,31150,524405,1,2.0
39,31150,678776,1,2.0
39,31150,895590,1,2.0
39,31155,39429,1,2.0
39,31155,684176,1,2.0
39,31606,367966,1,2.0
39,31606,458311,1,2.0
39,31606,843829,1,2.0
39,31702,634714,1,2.0
39,31702,905752,1,2.0
39,33042,192159,1,2.0
39,33042,847392,1,2.0
39,33064,596800,1,2.0
39,33064,899089,1,2.0
39,33065,251846,1,2.0
39,33065,282508,1,2.0
39,33065,297683,1,2.0
39,33065,770120,1,2.0
39,33261,116310,1,2.0
39,33261,491082,1,2.0
39,33261,523890,1,2.0
39,33261,601318,1,2.0
39,33261,640035,1,2.0
39,33261,654430,1,2.0
39,33261,656611,1,2.0
39,33261,927935,1,2.0
39,33261,929821,1,2.0
39,33357,218449,1,2.0
39,33357,789567,1,2.0
39,33368,343456,1,2.0
39,33740,889062,1,2.0
39,33765,575435,1,2.0
39,33765,678227,1,2.0
39,33765,726716,1,2.0
39,34327,933840,1,2.0
39,35030,222697,1,2.0
39,35030,332888,1,2.0
39,35030,573953,1,2.0
39,35830,222565,1,2.0
39,35830,299949,1,2.0
39,35830,339033,1,2.0
39,35830,454074,1,2.0
39,35830,698830,1,2.0
39,35830,785976,1,2.0
39,35830,791021,1,2.0
39,36349,159636,1,2.0
39,37727,57446,1,2.0
39,37727,783714,1,2.0
39,38189,45772,1,2.0
39,38189,510079,1,2.0
39,38189,778937,1,2.0
39,38189,818984,1,2.0
39,38189,998895,1,2.0
39,38684,92466,1,2.0
39,38684,217515,1,2.0
39,38684,430983,1,2.0
39,38701,111371,1,2.0
39,39429,294653,1,2.0
39,39429,684176,1,2.0
39,39429,813378,1,2.0
39,39429,946037,1,2.0
39,39559,149935,1,2.0
39,39559,484720,1,2.0
39,39784,264664,1,2.0
39,39784,786576,1,2.0
39,40385,760747,1,2.0
39,40524,906066,1,2.0
39,40934,873730,1,2.0
39,41317,91482,1,2.0
39,41317,149733,1,2.0
39,41317,172639,1,2.0
39,41317,452966,1,2.0
39,41317,462121,1,2.0
39,41476,437873,1,2.0
39,41476,689626,1,2.0
39,41476,708541,1,2.0
39,41476,732690,1,2.0
39,41476,993200,1,2.0
39,41890,395536,1,2.0
39,41890,498355,1,2.0
39,41890,510079,1,2.0
39,42444,391416,1,2.0
39,42578,213097,1,2.0
39,43209,953275,1,2.0
39,43565,170846,1,2.0
39,43565,363970,1,2.0
39,43969,71083,1,2.0
39,43969,159924,1,2.0
39,43969,265508,1,2.0
39,44630,241284,1,2.0
39,44630,844089,1,2.0
39,44630,890390,1,2.0
39,44702,896093,1,2.0
39,45271,46694,1,2.0
39,45271,239732,1,2.0
39,45271,264924,1,2.0
39,45681,595813,1,2.0
39,45758,50914,1,2.0
39,45772,161405,1,2.0
39,45772,818984,1,2.0
39,45881,166162,1,2.0
39,46694,258616,1,2.0
39,46694,264924,1,2.0
39,46747,225816,1,2.0
39,46747,324444,1,2.0
39,46747,514224,1,2.0
39,46747,623930,1,2.0
39,46747,715422,1,2.0
39,46747,954179,1,2.0
39,46880,193227,1,2.0
39,47076,448681,1,2.0
39,47076,588385,1,2.0
39,47799,226569,1,2.0
39,47799,266683,1,2.0
39,47799,356665,1,2.0
39,47799,650050,1,2.0
39,47850,124968,1,2.0
39,47850,363840,1,2.0
39,47850,478905,1,2.0
39,47850,916640,1,2.0
39,47899,151925,1,2.0
39,47899,450541,1,2.0
39,47899,684735,1,2.0
39,47899,696833,1,2.0
39,47899,703516,1,2.0
39,47946,470758,1,2.0
39,49055,365138,1,2.0
39,49055,705508,1,2.0
39,49055,784503,1,2.0
39,49367,398818,1,2.0
39,49367,496252,1,2.0
39,49367,672942,1,2.0
39,49911,717540,1,2.0
39,50486,954179,1,2.0
39,50486,975553,1,2.0
39,50628,265508,1,2.0
39,50628,285054,1,2.0
39,50628,340801,1,2.0
39,50628,870092,1,2.0
39,50914,151130,1,2.0
39,50914,823092,1,2.0
39,51233,108525,1,2.0
39,51299,539091,1,2.0
39,51299,625069,1,2.0
39,53182,242581,1,2.0
39,53182,567320,1,2.0
39,53370,248186,1,2.0
39,53370,642512,1,2.0
39,53482,671326,1,2.0
39,53892,134092,1,2.0
39,53892,362854,1,2.0
39,53892,705090,1,2.0
39,53892,879540,1,2.0
39,53892,975042,1,2.0
39,53898,925898,1,2.0
39,55000,208889,1,2.0
39,55063,196253,1,2.0
39,55063,683532,1,2.0
39,55328,145506,1,2.0
39,55328,515360,1,2.0
39,55328,844164,1,2.0
39,55379,291642,1,2.0
39,55379,487154,1,2.0
